,Gene1,Gene2,weights_combined
12075,GATA2,ENG,107998.321698484
31398,MYC,GIMAP1,107992.79819680472
12239,GATA2,GIMAP4,107948.67787770854
13781,GATA2,ZFP35,107800.94337308622
12450,GATA2,INTS11,107788.48503831656
6573,ESR1,CCL9,107732.5826494377
32338,MYC,RESF1,107588.04942252794
12479,GATA2,ITM2A,107584.05463711242
50021,IRF8,MS4A4C,107331.57570126622
31764,MYC,LYZ2,107209.09362062042
21915,HNF4A,DEPP1,107001.5854193912
11986,GATA2,DGLUCY,106837.93105229308
12360,GATA2,HK3,106710.97373848353
31592,MYC,IGTP,106589.17086623007
40754,SPI1,GM1966,106473.57198622198
12693,GATA2,MT1,106300.09805727344
38969,SATB1,IIGP1,106190.5709714386
50330,IRF8,SIGLECF,105953.26971132739
4855,ELF1,GM1966,105901.5559104995
31732,MYC,LIMD2,105895.02791336161
11625,GATA2,ART4,105751.28297531913
12949,GATA2,PIMREG,105733.28871116826
12095,GATA2,ESAM,105613.76250977138
6516,ESR1,BPIFC,105392.27738227755
32250,MYC,PRSS57,105154.22119079725
11593,GATA2,APOE,105083.1711088612
12760,GATA2,NDN,104643.84773288485
11812,GATA2,CERS4,104593.47576283943
31511,MYC,HDGFL3,104586.15568213211
11775,GATA2,CD79B,104582.64329561779
12298,GATA2,GSTM1,104468.53332783171
13400,GATA2,SPNS2,104388.71619826669
1605,CBFB,SERPINB6B,104225.4722356906
12240,GATA2,GIMAP5,103998.54788533664
13499,GATA2,TEK,103866.094540736
12878,GATA2,PADI4,103640.33834310471
32490,MYC,SIGLECG,103547.50569310757
12781,GATA2,NEURL3,103415.16067503038
12070,GATA2,EMILIN1,103364.47949091138
38967,SATB1,IGSF6,103355.09548502913
31379,MYC,GBP7,103250.67011602617
32493,MYC,SLA,103232.5575453967
31380,MYC,GBP8,103101.37059927903
13488,GATA2,TCAF1,103041.01164603952
11764,GATA2,CD34,102723.28919814706
12378,GATA2,HSD3B7,102698.55207226337
12919,GATA2,PEAR1,102670.55323663614
32959,MYC,WLS,102669.45296905804
31086,MYC,CTSG,102539.13160227856
12576,GATA2,LTB,102460.97591730459
13306,GATA2,SLC18A2,102392.29049438721
13248,GATA2,SEMA3D,102307.76533118624
12468,GATA2,ISLR,102263.30832712832
12235,GATA2,GGT5,102226.49190308126
12845,GATA2,NWD1,102209.275661438
31277,MYC,FAM107B,102172.02906966675
42006,SPI1,SULT1A1,102143.40797085216
32790,MYC,TNFRSF26,102137.10229741511
13727,GATA2,VPS50,102069.06204105614
12621,GATA2,MCTP1,102050.40945016804
32994,MYC,ZFP275,102009.41642593409
30816,MYC,BIN2,101956.8486300059
31457,MYC,GRK3,101847.92774343166
13175,GATA2,RNF128,101731.99875159575
30670,MYC,AFAP1L1,101505.5717365265
31664,MYC,JPT2,101282.67859738933
12242,GATA2,GIMAP8,101251.01127287092
31100,MYC,CYBC1,101141.0788610239
6368,ESR1,ADGRG3,101129.66994955894
13624,GATA2,TSPAN13,100974.49409394039
41809,SPI1,SERPINB6B,100964.04337780002
6673,ESR1,CMAH,100935.7113893977
43165,STAT3,GIMAP3,100444.20825236924
13047,GATA2,PROCR,100400.1139903571
6563,ESR1,CAVIN2,100350.03834380482
32086,MYC,PCP4L1,100321.99534427698
32340,MYC,RETREG2,100141.94838238136
13371,GATA2,SMPDL3A,100050.03378586519
24856,IKZF1,SERPINA3G,99900.91003477512
31232,MYC,ENG,99836.61850060037
7050,ESR1,GM973,99801.79646857362
12007,GATA2,DOCK2,99740.9294334419
32297,MYC,RAB38,99714.21653881081
12411,GATA2,IFIT1,99628.20594166304
13253,GATA2,SEPT6,99524.22024112371
32227,MYC,PRELID3B,99460.53719724139
32978,MYC,ZBTB38,99449.54950728393
12427,GATA2,IL15,99192.46346415128
12688,GATA2,MS4A2,99004.88024263165
13589,GATA2,TOMM70A,98964.24352857916
32489,MYC,SIGIRR,98913.42646001774
11575,GATA2,ANXA1,98825.61587715514
19954,HDAC2,GM5111,98695.34441482277
32051,MYC,OTULINL,98530.52387470989
6768,ESR1,CYP2J9,98528.03001558651
30671,MYC,AFDN,98516.22243698747
33019,MYC,ZFP871,98306.56491026821
24305,IKZF1,MNDAL,98263.5837577812
25091,IKZF1,TGTP2,98187.55609525986
13147,GATA2,RETREG3,97915.16994886483
38320,SATB1,5430427O19RIK,97724.45852609715
31412,MYC,GM973,97641.47054160829
11710,GATA2,CAMK1,97640.46815578543
11915,GATA2,CSRP3,97627.13205203283
24321,IKZF1,MS4A4C,97570.66217849616
11948,GATA2,CYP2J6,97482.20042336747
31031,MYC,COQ8A,97313.40305333094
31650,MYC,ITIH5,97241.59872554307
13296,GATA2,SLA2,97207.84774295175
12116,GATA2,FAAP100,97101.72746784023
12241,GATA2,GIMAP6,96917.73511943272
11675,GATA2,BDH2,96887.6615571185
12542,GATA2,LDAH,96644.45970095065
13812,GATA2,ZFP961,96516.58471956801
38830,SATB1,GBP8,96478.53849977409
11859,GATA2,CNN2,96425.46631434726
11888,GATA2,COX6B1,96388.58006776744
31464,MYC,GSTM1,96331.42913231745
32141,MYC,PIRB,96323.45159140183
6802,ESR1,DEPP1,96269.15110598135
31886,MYC,MTREX,96231.74539838234
11565,GATA2,ANGPT1,96226.18283127052
30924,MYC,CD84,96094.89988882978
13115,GATA2,RAMP1,95915.41271270909
13628,GATA2,TSPAN8,95828.5734312803
12694,GATA2,MT2,95693.43690649308
11981,GATA2,DEF8,95604.32340542659
30812,MYC,BCLAF3,95523.07492363597
11892,GATA2,CPQ,95274.3221664201
11844,GATA2,CLEC14A,95158.70602685644
32484,MYC,SHISA8,95142.29106984253
13522,GATA2,TIMM29,95045.77306747936
11603,GATA2,ARHGAP15,94921.828097225
11858,GATA2,CNIH1,94893.35047851616
11615,GATA2,ARHGEF6,94788.97576672303
32835,MYC,TSPAN13,94697.33807316993
13401,GATA2,SPNS3,94679.37433962221
9564,GATA1,BTNL9,94651.27369039867
13081,GATA2,PTGS1,94561.69344801907
13619,GATA2,TRPC6,94480.69931004505
38332,SATB1,ABCG3,94445.1983052358
12891,GATA2,PARVG,94352.11612868751
12367,GATA2,HNMT,94275.72030322654
13714,GATA2,VILL,94154.94727088795
12087,GATA2,EPX,93910.92749362235
39397,SATB1,PRSS57,93908.67269064566
31040,MYC,COX7B,93880.89651126874
30646,MYC,ACAP1,93863.73349409238
12425,GATA2,IKZF2,93629.46288951507
13508,GATA2,TFR2,93515.21327666353
32061,MYC,PADI4,93417.54672388546
13215,GATA2,S1PR3,93242.84555110704
12536,GATA2,LARS2,93207.85448755865
11774,GATA2,CD74,93102.49228565968
13206,GATA2,RTP4,93040.93873572894
13790,GATA2,ZFP467,92940.27459281836
32450,MYC,SEPT6,92817.13826188871
13237,GATA2,SDHD,92788.3407615843
31753,MYC,LTB,92781.07460931226
13595,GATA2,TOX,92755.46432331308
31715,MYC,LBP,92755.29455603758
12057,GATA2,ELANE,92677.53240213191
12229,GATA2,GDF3,92564.41989909923
13503,GATA2,TET1,92475.18670226233
13582,GATA2,TNIP3,92392.6863925107
12658,GATA2,MIGA2,92374.90159595804
39709,SATB1,TGTP1,92302.96958622479
11722,GATA2,CAR2,92298.44592261186
31998,MYC,NSD2,92283.32127300867
13704,GATA2,UTP4,92246.01917517449
12009,GATA2,DOP1B,92193.37298549137
13170,GATA2,RNASE6,92178.33121701048
11886,GATA2,COX6A1,92167.43890190363
13475,GATA2,TBC1D10C,92165.20458085607
31164,MYC,DOCK2,92155.22199050043
12550,GATA2,LGALS3BP,92107.71071247155
11661,GATA2,B230219D22RIK,92100.75838314054
13525,GATA2,TINAGL1,92090.83360884446
13787,GATA2,ZFP422,91964.23538234613
30737,MYC,ARHGAP15,91902.96374933704
12254,GATA2,GMPS,91834.42531934194
9602,GATA1,CAVIN2,91833.72275658719
32800,MYC,TOMM70A,91776.40183908623
30619,MYC,6720489N17RIK,91541.6554306534
13000,GATA2,POMGNT1,91518.54818124326
31622,MYC,INTS11,91511.82524122155
32944,MYC,VWF,91457.66193711023
11930,GATA2,CTSE,91428.24769712024
6340,ESR1,ABCG3,91330.58013498862
11828,GATA2,CIP2A,91255.28730888506
12871,GATA2,P2RY14,91250.56930060161
12151,GATA2,FCGRT,91195.95810535434
11848,GATA2,CLEC4E,91184.05835084656
13625,GATA2,TSPAN14,91175.50010326262
13517,GATA2,THSD1,91139.83076368194
13760,GATA2,YPEL3,90804.04422910589
31009,MYC,CNN2,90627.68116406802
30921,MYC,CD79B,90600.56398450221
12718,GATA2,MYLK3,90557.91980121068
12740,GATA2,NAPSA,90535.08783300592
32309,MYC,RAMP1,90452.16234482979
11480,GATA2,1700017B05RIK,90439.51076033755
32054,MYC,P2RY14,90306.2411713206
31227,MYC,EMILIN1,90245.85732315927
32604,MYC,SPNS2,90213.3528811452
11953,GATA2,CYTIP,90099.8241385758
31401,MYC,GIMAP6,90016.12998297861
13687,GATA2,UQCRFS1,90015.72788521877
30867,MYC,CASP12,89964.10478902364
12510,GATA2,KIT,89956.35878309791
12337,GATA2,HCLS1,89952.2193043714
13222,GATA2,SASH3,89816.77356551067
12372,GATA2,HOXA9,89809.15293479488
31038,MYC,COX6B1,89805.25160181963
11983,GATA2,DENND1C,89767.35916162848
12905,GATA2,PDE1B,89766.50134194057
30698,MYC,ANGPT1,89748.37528784228
12361,GATA2,HLF,89657.6779373474
33021,MYC,ZFP932,89633.67956598176
31976,MYC,NKG7,89623.6995654031
12770,GATA2,NDUFV1,89557.22326203504
13373,GATA2,SMYD5,89555.89663391304
31830,MYC,MFSD14B,89550.57103041871
13281,GATA2,SH3BGRL,89544.18639770843
39779,SATB1,TRIM30D,89531.6947602821
12645,GATA2,MFNG,89509.45467499591
12419,GATA2,IGFBP4,89508.297615882
39792,SATB1,TSPOAP1,89468.18916902026
13685,GATA2,UQCR11,89458.80341481954
30618,MYC,5430427O19RIK,89384.7221534887
12597,GATA2,MAP4K2,89348.23444690797
11931,GATA2,CTSF,89327.23781384942
40416,SPI1,CTLA2A,89300.21541596878
12063,GATA2,ELOVL1,89093.23258270771
13219,GATA2,SAMSN1,89044.70592245604
13518,GATA2,THUMPD1,89024.54715979034
12768,GATA2,NDUFB9,89008.5478251462
12898,GATA2,PCMTD2,88958.17585510078
12742,GATA2,NARFL,88873.4711482442
32076,MYC,PARVG,88850.78889275726
31288,MYC,FAM234B,88729.71113816423
12290,GATA2,GRAMD1A,88677.57904532894
23503,IKZF1,CHIL5,88599.57251557309
11959,GATA2,DAPP1,88591.68735541584
12313,GATA2,H2-DMA,88557.5940101455
12485,GATA2,JAM3,88487.55203516352
13099,GATA2,RAB31,88478.32548619482
13244,GATA2,SELENBP1,88414.34809691335
40753,SPI1,GM12250,88359.69468867517
23236,IKZF1,ADGRG1,88359.10657938285
38840,SATB1,GGTA1,88306.01650543971
11485,GATA2,2610301B20RIK,88302.0734642735
13085,GATA2,PTPRC,88281.31622275578
12283,GATA2,GPRASP1,88273.53599767944
12067,GATA2,EMB,88248.11062111593
39756,SATB1,TNFRSF26,88189.55003134231
7875,ESR1,RAB7B,88153.0860566341
40924,SPI1,IFI27L2A,88110.16703714244
24977,IKZF1,SP100,88026.64868906
11933,GATA2,CTSL,87954.41709913228
13809,GATA2,ZFP945,87941.48995592854
12041,GATA2,EFCC1,87905.68097128239
13570,GATA2,TMSB4X,87851.36901546114
13263,GATA2,SERPINF1,87821.4151489173
12294,GATA2,GSKIP,87787.29187970435
30862,MYC,CAR2,87759.94576154793
13101,GATA2,RAB37,87735.56335759435
12528,GATA2,KRT7,87717.77856104166
12520,GATA2,KLHL6,87700.45259827554
11952,GATA2,CYTH4,87679.4260412744
32787,MYC,TNFRSF13B,87668.38813811635
40448,SPI1,CYP2J9,87607.98352160233
12798,GATA2,NLRC3,87583.43003340962
31547,MYC,HSD3B7,87519.23719095711
11653,GATA2,ATP6AP2,87496.83014352164
11610,GATA2,ARHGDIB,87494.44620276107
12797,GATA2,NKG7,87368.29683540176
13126,GATA2,RASAL3,87331.98911837893
11849,GATA2,CLEC5A,87316.77778088997
13658,GATA2,UAP1L1,87287.00345800172
13487,GATA2,TBXAS1,87235.0355443509
13541,GATA2,TMEM147,87134.14198454705
12312,GATA2,H2-AA,87031.01410369565
32605,MYC,SPNS3,87011.92372464937
13367,GATA2,SMIM5,86984.33275323772
13557,GATA2,TMEM268,86913.94166559206
32575,MYC,SMPDL3A,86848.1612814973
31008,MYC,CNIH1,86839.10499618255
12100,GATA2,ETNK1,86835.73045427994
31713,MYC,LARS2,86793.31972491948
13555,GATA2,TMEM246,86742.82658715063
31872,MYC,MS4A6C,86705.45696254354
32414,MYC,SAMD9L,86677.09954989613
23211,IKZF1,ABCG3,86606.84347286067
12990,GATA2,PNCK,86554.38554594308
12636,GATA2,METAP2,86536.20176348907
41102,SPI1,LY6C2,86534.09495973222
12086,GATA2,EPSTI1,86471.39647846231
32401,MYC,RTP4,86462.66841772209
22341,HNF4A,MCEMP1,86462.2704721245
13535,GATA2,TMBIM1,86441.42266262339
32433,MYC,SDHD,86420.93328261616
12162,GATA2,FGD5,86414.70058188048
13716,GATA2,VIPR2,86362.50325133638
12413,GATA2,IFITM3,86356.96732195515
31036,MYC,COX6A1,86319.59590457223
13587,GATA2,TOMM22,86296.99974098227
30709,MYC,ANXA1,86288.29293835595
12315,GATA2,H2-M3,86244.89218226598
13420,GATA2,SSR2,86195.08876712997
7781,ESR1,PPFIA4,86120.47585946185
12818,GATA2,NRXN1,86110.61347716667
40150,SPI1,BC035044,86071.05113724968
13374,GATA2,SNAP23,86054.20684536333
13798,GATA2,ZFP658,86028.84131668501
13082,GATA2,PTP4A3,85914.06304751418
11702,GATA2,C330018D20RIK,85890.64257510495
7049,ESR1,GM5431,85823.73890021755
30749,MYC,ARHGEF6,85789.61588678845
13663,GATA2,UBA7,85780.93142688126
13430,GATA2,STAP1,85765.08171195014
12602,GATA2,MARCH5,85764.57300492591
31595,MYC,IKZF2,85694.33756411202
13815,GATA2,ZKSCAN3,85589.47804211851
