,Gene1,Gene2,weights_combined
37004,MYC,TGTP1,334151.9126730908
1605,CBFB,SERPINB6B,332173.00382598146
21587,HCFC1,CES2G,331302.4300548624
41448,SPI1,C1QTNF12,330857.6772992924
36040,MYC,LY6A,329524.5130170653
35171,MYC,CCL9,329085.4224860524
5256,ELF1,MS4A4B,325676.4442279632
7048,ESR1,GM4951,325286.1862674698
29901,JUN,C1QTNF12,321308.5399002641
7101,ESR1,GSTT1,317634.90119981393
31461,JUN,SERPINB6B,317531.93564153014
41572,SPI1,CES2G,313518.69653142325
42793,SPI1,PLPPR3,312664.3630433641
14356,GATA2,GM973,311402.37276184646
15686,GATA2,TNFRSF26,305864.2709405615
24537,HDAC2,LBHD1,305632.80741969746
53240,IRF8,MS4A4C,304100.12194338784
6768,ESR1,CYP2J9,302984.04756155435
37040,MYC,TMEM176A,302656.5574101971
35190,MYC,CD24A,300478.9833012217
1031,CBFB,MCPT8,298856.7945771458
12709,GATA1,NXPE2,298731.24579785083
14746,GATA2,METTL27,298263.75292595907
14953,GATA2,NXPE2,295004.0489728221
14430,GATA2,HACD4,293677.9052659518
14354,GATA2,GM3604,293243.65862135607
35067,MYC,ATP5B,289407.5432808281
13638,GATA2,ADGRG1,288551.9982671281
23489,HDAC2,ADGRD1,288492.28645040805
36645,MYC,RIPOR2,288401.12328959163
42021,SPI1,GM1966,287882.5131217239
14013,GATA2,CRYZL2,287053.9765296966
35252,MYC,CHIL5,286414.74574230873
35861,MYC,IFI27,285600.3150923314
36014,MYC,LGALS9,285321.66674327065
26569,HNF4A,LBHD1,284958.36385339254
35865,MYC,IFI47,284738.39968003496
35108,MYC,BPIFB5,284354.44833474327
28339,IKZF1,IFITM1,281387.440802675
35784,MYC,HBA-A2,279501.32520003675
7362,ESR1,LY6C2,276841.43119628605
14958,GATA2,OASL2,275726.12975061545
35783,MYC,HBA-A1,275169.00356616004
36406,MYC,PHETA2,274854.7074738269
43076,SPI1,SERPINB6B,274348.12567816733
13595,GATA2,6720489N17RIK,273609.8458228466
14528,GATA2,IGTP,273324.7043461717
13646,GATA2,AFDN,272660.776257136
14786,GATA2,MPL,272294.33746343636
35726,MYC,GPR171,272124.7300302619
37041,MYC,TMEM176B,271899.30726107175
40023,SATB1,F830016B08RIK,271561.55186046375
15909,GATA2,ZFP808,271328.2032724227
36100,MYC,MESD,269814.597710299
36727,MYC,SELENOP,269596.22794552933
24408,HDAC2,IFITM1,266582.06693373696
53549,IRF8,SIGLECF,266355.4249325442
35360,MYC,CTLA2B,266159.22781465366
15885,GATA2,ZFP275,265910.274868765
35070,MYC,ATP5G3,265349.4171559439
36634,MYC,RGS18,264349.39407569356
13791,GATA2,BPIFC,263843.23199886875
23788,HDAC2,CES2G,259253.51314441353
37104,MYC,TRIM30A,258430.50183115836
36147,MYC,MPO,257999.72181698203
30449,JUN,GM12250,257604.3840856942
7206,ESR1,IFITM6,257381.63393922395
36671,MYC,RPL41,257260.6052258355
41683,SPI1,CTLA2A,257202.01073766418
35211,MYC,CD93,256972.38884752215
35076,MYC,ATPIF1,256258.96924922537
7050,ESR1,GM973,256149.9659839474
773,CBFB,HBA-A2,255864.9578335263
772,CBFB,HBA-A1,255744.50478732336
15653,GATA2,TMEM176A,255178.06763415283
36440,MYC,PLAC8,255165.37084288493
8345,ESR1,TREM3,254900.30912886918
36817,MYC,SLC34A2,254133.03516098732
42369,SPI1,LY6C2,253581.7619728653
35191,MYC,CD27,252128.56036980383
53530,IRF8,SERPINA3F,252043.07693940666
6340,ESR1,ABCG3,252016.25401299694
23664,HDAC2,C1QTNF12,251111.06089828495
14822,GATA2,MYL10,250563.13800707983
39819,SATB1,CHIL5,250526.01601037424
41295,SPI1,ALDH1A7,250269.4331260754
36180,MYC,MYL10,250230.0173310594
35591,MYC,FCGR3,249078.92873752437
36536,MYC,PRTN3,248509.54898531814
43106,SPI1,SIGLECF,248040.93486169318
35146,MYC,CAR1,248020.8413883242
15836,GATA2,VWF,247297.77088163715
15273,GATA2,RIPOR2,247034.470923616
32069,MEIS1,ADGRG3,246924.48601396152
43273,SPI1,SULT1A1,245975.2063929994
31763,JUN,TMEM273,245838.87037379347
34898,MYC,2210016L21RIK,245672.9563586534
7214,ESR1,IIGP1,245404.43770210113
35371,MYC,CTSG,245402.97391037276
35901,MYC,INKA1,245372.9029612933
36738,MYC,SERPINA3F,245182.17113245028
41417,SPI1,BC035044,245181.28563857827
13755,GATA2,ATP5B,245045.01501647537
36317,MYC,OASL2,243326.8755859273
31494,JUN,SIGLECF,242891.66044230992
14450,GATA2,HDGFL3,242645.12182310637
14658,GATA2,LGALS9,242476.999211846
14517,GATA2,IFI47,242281.05645440487
34906,MYC,9530068E07RIK,242197.8754713525
35351,MYC,CSF3R,242057.44413915146
35069,MYC,ATP5G1,241189.97926988854
14820,GATA2,MYCT1,240040.31793100585
35068,MYC,ATP5F1,239305.89762392864
15252,GATA2,RETREG1,238470.29729473847
15024,GATA2,PDZK1IP1,238223.86668021677
35948,MYC,JPT1,238043.6011932525
52747,IRF8,CHIL5,237712.03627230792
14513,GATA2,IFI27,237231.5196624832
42417,SPI1,MCPT8,236694.34050261884
37097,MYC,TREML2,236388.60550482516
36624,MYC,RETREG1,236323.870952625
36574,MYC,QARS,235834.01519212074
42020,SPI1,GM12250,235647.37883211393
36178,MYC,MYCT1,234667.23503061157
13952,GATA2,CLEC1A,234359.94580492756
29144,IKZF1,SERPINB6B,234081.53925847536
36442,MYC,PLCB2,233941.4316687393
6516,ESR1,BPIFC,233283.34932260294
24996,HDAC2,PLPPR3,232843.54455388652
22122,HCFC1,IFI27L2A,232269.09657234742
14740,GATA2,MESD,231848.05098633002
43072,SPI1,SERPINA3G,231359.02532349387
43382,SPI1,TMEM273,231265.7496923219
42467,SPI1,MNDAL,231196.5271219999
42191,SPI1,IFI27L2A,230417.15363162148
35271,MYC,CLCA3A1,230266.816365683
52656,IRF8,BC035044,229362.28585207427
15352,GATA2,SELENOP,229162.38540584358
36049,MYC,LYZ2,228699.50483104872
394,CBFB,CTLA2A,228170.1647468487
14385,GATA2,GPR171,227799.63387162873
15715,GATA2,TRIM30A,226530.18197452414
36535,MYC,PRSS57,226436.61123836698
25279,HDAC2,SERPINB6B,226109.7637318755
14814,GATA2,MUC13,225846.951030282
40051,SATB1,FCGR3,225290.3335615307
1309,CBFB,PHETA2,225143.11064625115
13758,GATA2,ATP5G3,224627.04062459417
13778,GATA2,BC005561,224151.4242809803
6673,ESR1,CMAH,223997.2848733946
39769,SATB1,CCL9,223922.72671094112
14551,GATA2,INKA1,223418.8020620934
35338,MYC,CRIP1,223198.2570633875
52998,IRF8,GM12250,222920.53742151428
15262,GATA2,RGS18,222619.28831461983
52935,IRF8,FCGR3,222522.53806720523
53187,IRF8,LY6C2,222355.0910615114
24235,HDAC2,GM1966,221648.0797043944
53629,IRF8,SULT1A1,221152.32290192877
21457,HCFC1,BC035044,220805.97252333286
30891,JUN,MS4A4C,220764.2340435411
36017,MYC,LIMD2,220255.34996311367
14636,GATA2,KYAT1,219961.62314044058
305,CBFB,CHIL5,219763.0207190623
13763,GATA2,ATPIF1,219527.87221119247
6563,ESR1,CAVIN2,219319.56113174712
36156,MYC,MS4A6B,219149.19010122598
52999,IRF8,GM1966,219030.71846198355
29871,JUN,BC035044,218784.95873287052
31947,JUN,WFDC17,218783.7155996282
15900,GATA2,ZFP61,218572.4935410565
35562,MYC,FAM107B,217876.91558290075
14064,GATA2,D630039A03RIK,217234.31747074635
31716,JUN,TGTP1,217076.96272086052
13799,GATA2,BTNL9,216787.03201033804
15298,GATA2,RPL41,216766.722702759
35949,MYC,JPT2,216690.7943336882
15002,GATA2,PBLD2,216591.0141445109
30873,JUN,MNDAL,216343.6867652778
31457,JUN,SERPINA3G,216223.310029645
35345,MYC,CRYZL2,216095.1981813299
37244,MYC,WLS,216085.82151266246
36403,MYC,PHACTR2,215772.3181998959
15075,GATA2,PLCB2,215571.23754420393
35101,MYC,BIN2,215394.43571887293
15712,GATA2,TRIM12A,215010.7186810364
43573,SPI1,WFDC17,214924.673893577
35681,MYC,GGTA1,214885.77194658076
13828,GATA2,CAR1,214610.75150381876
15439,GATA2,SLC34A2,214568.25517901036
36623,MYC,RESF1,212977.7155530366
15708,GATA2,TREML2,212934.2421978565
14345,GATA2,GIMAP1,212889.44755643597
52699,IRF8,CCL6,211604.8218293336
13867,GATA2,CD27,211401.0396924147
13887,GATA2,CD93,210780.56931552838
15878,GATA2,ZFP101,210523.9389821856
31717,JUN,TGTP2,210252.62739540864
14797,GATA2,MS4A6B,210090.30822635512
35775,MYC,HACD4,210031.7193461755
36582,MYC,RAB38,209537.85868199836
13834,GATA2,CASP12,209513.34062664988
606,CBFB,FCGR3,209366.2093807704
6573,ESR1,CCL9,208874.45128779628
15912,GATA2,ZFP932,208788.9352651933
323,CBFB,CLCA3A1,208622.55704365746
27650,IKZF1,BC035044,208500.3787106713
13590,GATA2,2210016L21RIK,207996.3014458789
41271,SPI1,ADGRG1,207163.6660902291
35517,MYC,ENG,206656.62436456376
14788,GATA2,MPO,206637.92121973017
36512,MYC,PRELID3B,206215.29218098318
13597,GATA2,9530068E07RIK,205938.40677739962
36625,MYC,RETREG2,205603.07499495195
8325,ESR1,TNFRSF26,205579.0334812264
37105,MYC,TRIM30D,205480.65889497215
1075,CBFB,MNDAL,204499.7528707995
24301,HDAC2,GUCY1A1,203775.74630667834
15073,GATA2,PLAC8,203757.3493775297
13757,GATA2,ATP5G1,203488.83689751895
15164,GATA2,PRTN3,203358.08821914063
27878,IKZF1,CTLA2A,203068.27070464753
14596,GATA2,JPT1,202725.76573894086
35092,MYC,BC005561,202577.2540868981
13756,GATA2,ATP5F1,202283.49751871845
35512,MYC,EMILIN1,202184.33613133538
41496,SPI1,CCL9,201167.3415656141
53783,IRF8,WFDC17,200789.46554970174
35749,MYC,GSTM1,200753.06830405915
32630,MEIS1,GM1966,200583.76575472287
14999,GATA2,PATJ,200417.02408284202
14326,GATA2,GBP7,199782.86895802346
15201,GATA2,QARS,199487.25737233783
35325,MYC,COX7B,199463.17494329604
15163,GATA2,PRSS57,199458.7161856514
22057,HCFC1,HBA-A2,199428.48635312295
30778,JUN,LY6A,199287.1735193871
35751,MYC,GSTT1,199121.4596128477
34931,MYC,ACAP1,198715.55647472793
42368,SPI1,LY6A,198614.20336562427
29420,IKZF1,TMEM273,198318.46748314123
35664,MYC,GBP7,198055.6084913397
37263,MYC,ZBTB38,197937.73037094827
28333,IKZF1,IFI27L2A,197664.59206464532
37120,MYC,TSPAN13,197503.9295932507
22056,HCFC1,HBA-A1,197476.1555486226
36389,MYC,PDZK1IP1,197074.99484185877
14175,GATA2,EMCN,197068.21154053448
14516,GATA2,IFI44,197054.661987697
43211,SPI1,SP100,196995.63776352975
25479,HDAC2,SULT1A1,196871.54631320632
4855,ELF1,GM1966,196404.03426781733
23633,HDAC2,BC035044,195942.81741747638
36778,MYC,SLA,195752.48816995762
21978,HCFC1,GM12250,195223.87454992512
13997,GATA2,CPA3,194766.5901594301
35683,MYC,GIMAP1,194073.09400693624
36735,MYC,SEPT6,193816.00106092019
41715,SPI1,CYP2J9,193380.83785725795
16721,GFI1,HBA-A1,193243.7573133261
15251,GATA2,RESF1,193096.26978447565
6802,ESR1,DEPP1,192329.12258313553
35022,MYC,ARHGAP15,192129.55389347838
23898,HDAC2,CTLA2A,192084.6417295634
29730,JUN,ADGRG1,192008.09314759343
31596,JUN,SP100,191919.01919763227
35449,MYC,DOCK2,191725.7147159545
35323,MYC,COX6B1,191534.3814681299
13599,GATA2,A430033K04RIK,191348.6328369553
35385,MYC,CYBC1,191334.87438960094
42489,SPI1,MS4A4C,190822.47146902405
16722,GFI1,HBA-A2,190747.65798115174
35209,MYC,CD84,190697.0968968522
14692,GATA2,LYZ2,190613.21658610864
32376,MEIS1,CTLA2A,190412.83678032455
45785,TCF12,ADGRL4,190128.46933687816
7781,ESR1,PPFIA4,189867.13965127512
37304,MYC,ZFP871,189751.25619939767
36594,MYC,RAMP1,189613.08018837756
35832,MYC,HSD3B7,189177.61183986743
36398,MYC,PGLYRP2,188806.96005523673
14019,GATA2,CSF3R,188799.6945623742
15209,GATA2,RAB38,188535.80875894218
24234,HDAC2,GM12250,188473.42560364873
37085,MYC,TOMM70A,188218.17087226108
24403,HDAC2,IFI27L2A,188002.99933685485
15037,GATA2,PHACTR2,187955.3110650941
14343,GATA2,GGTA1,187845.09701945283
15917,GATA2,ZFP952,187802.42043451796
13886,GATA2,CD9,187688.49603460738
36890,MYC,SPNS3,187456.80177879572
35294,MYC,CNN2,187219.89737450253
31137,JUN,PHETA2,187203.57308910394
1836,CBFB,TGTP2,186986.36585689583
36361,MYC,PARVG,186843.73713874503
15892,GATA2,ZFP39,186816.03702263412
37101,MYC,TRIM12A,186674.46503265412
34983,MYC,ANGPT1,186388.98237698438
14662,GATA2,LIMD2,185811.38725127096
36000,MYC,LBP,185515.6946784906
15851,GATA2,WLS,185488.16582288552
15881,GATA2,ZFP160,185148.91626492402
8520,ESR1,ZFP275,185011.05139464492
35998,MYC,LARS2,184938.49647952375
14228,GATA2,FAM107B,184893.2022538906
34955,MYC,AFAP1L1,184865.26004990208
14379,GATA2,GP9,184793.50338229167
14597,GATA2,JPT2,184239.42881864437
42024,SPI1,GM4951,184204.46783320946
49,CBFB,ADGRG1,184123.44136202076
6368,ESR1,ADGRG3,183577.84678226837
36013,MYC,LGALS3BP,183347.56558124884
34994,MYC,ANXA1,183327.89644682824
36283,MYC,NSD2,183309.93588905988
40115,SATB1,GM12185,183265.0168294645
36718,MYC,SDHD,183089.7481987322
14239,GATA2,FAM234B,183048.25488144666
29141,IKZF1,SERPINA3G,182931.10834370085
43369,SPI1,TMEM176A,182759.90923660062
35012,MYC,APOE,182576.68313298386
35147,MYC,CAR2,182522.20004069718
28590,IKZF1,MNDAL,182277.2611009889
36171,MYC,MTREX,182251.0967661327
36261,MYC,NKG7,182049.71708759287
36889,MYC,SPNS2,182028.29837068036
14007,GATA2,CRIP1,181821.043940638
35321,MYC,COX6A1,181602.04266747914
41516,SPI1,CD24A,181292.06143781386
6375,ESR1,AFDN,181154.54760739673
34903,MYC,5430427O19RIK,180978.56254415633
13784,GATA2,BIN2,180946.9625875268
36336,MYC,OTULINL,180935.72511033132
36703,MYC,SASH3,180819.1455081956
29948,JUN,CCL9,180628.77949631133
36775,MYC,SIGLECG,180479.3027777581
13988,GATA2,COQ8A,180478.33132381242
35814,MYC,HK3,180366.03098002108
30046,JUN,CLCA3A1,180364.13024160988
36106,MYC,METTL27,180171.0618810805
35742,MYC,GRK3,179975.49136315833
15869,GATA2,ZBTB38,179882.52654089412
37288,MYC,ZFP422,179768.07015757618
36157,MYC,MS4A6C,179713.28635579871
35877,MYC,IGTP,179540.15970078038
36204,MYC,NAPSA,179370.36818738718
15090,GATA2,PLPP1,179320.3102282026
7875,ESR1,RAB7B,179175.53995675803
41785,SPI1,DRC7,179166.5822463311
41578,SPI1,CHIL5,179159.01155815955
35293,MYC,CNIH1,179152.20345181576
36565,MYC,PTPRC,179009.14774587686
36371,MYC,PCP4L1,178712.01943174546
6738,ESR1,CTLA2B,178618.7034725371
31456,JUN,SERPINA3F,178617.94241387697
21771,HCFC1,DRC7,178568.5836093894
35702,MYC,GMPS,178517.89778682435
35790,MYC,HCLS1,178358.0980296935
22590,HCFC1,PHETA2,178312.41374696372
35971,MYC,KIT,178089.72847777262
36967,MYC,TBC1D10C,178058.96042941906
15507,GATA2,SPNS2,178010.48006277523
41883,SPI1,F830016B08RIK,177950.892682496
14954,GATA2,OAS1B,177923.60970350803
15431,GATA2,SLC28A2,177787.63348146284
35764,MYC,H2-DMA,177708.19647702045
37184,MYC,UQCR11,177121.2798940556
35400,MYC,DAPP1,177067.9176280528
13871,GATA2,CD34,177026.7404660792
41431,SPI1,BPIFB5,177002.14626257544
15911,GATA2,ZFP930,176867.93129468494
15253,GATA2,RETREG2,176826.11094535067
1720,CBFB,SP100,176766.30666829456
13700,GATA2,APOE,176755.26871565945
14182,GATA2,ENG,176682.42860290018
13836,GATA2,CASP4,176623.37838981362
37065,MYC,TMSB4X,176524.67226431926
35875,MYC,IGFBP4,176243.27652400167
36860,MYC,SMPDL3A,176141.88275115102
37075,MYC,TNFRSF26,176120.5187086914
42207,SPI1,IIGP1,175932.65924856457
35422,MYC,DEF8,175895.86138184147
37186,MYC,UQCRFS1,175853.05128524292
37121,MYC,TSPAN14,175777.2178191098
36763,MYC,SH3BGRL,175599.66253340885
6328,ESR1,A430033K04RIK,175457.1352763559
36700,MYC,SAMSN1,175451.27606831497
35869,MYC,IFITM3,175248.9532554631
35686,MYC,GIMAP6,175006.9367898264
36115,MYC,MFSD14B,174971.05668012932
36232,MYC,NDUFB9,174868.993145231
36042,MYC,LY6E,174785.75129073378
35510,MYC,EMCN,174705.0107924555
52997,IRF8,GM12185,174644.62682988986
7049,ESR1,GM5431,174551.43990583287
41391,SPI1,ATP5B,174529.90918327088
35029,MYC,ARHGDIB,174474.3119385632
42113,SPI1,HBA-A2,174275.49332157744
35509,MYC,EMB,174168.7500900763
42978,SPI1,RIPOR2,174077.73879871058
14795,GATA2,MS4A2,174012.34050167367
36103,MYC,METAP2,173959.21024944537
35505,MYC,ELOVL1,173947.44157346475
35210,MYC,CD9,173927.8954565631
15325,GATA2,SAMD9L,173915.00003339569
35665,MYC,GBP8,173829.79581949802
7314,ESR1,KYAT1,173795.4868813284
33674,MEIS1,TMEM273,173709.30077507385
25275,HDAC2,SERPINA3G,173552.58919535513
14798,GATA2,MS4A6C,173541.98174508094
49835,BTAF1,PHETA2,173528.8620896438
13885,GATA2,CD84,173275.0164978222
13589,GATA2,2210016F16RIK,172957.5483718056
15910,GATA2,ZFP871,172937.50945441626
7669,ESR1,PBLD2,172911.13427328196
15291,GATA2,ROBO4,172898.93378735796
24674,HDAC2,MNDAL,172877.1331533902
37261,MYC,YPEL3,172728.67967588772
35034,MYC,ARHGEF6,172570.02808226718
6665,ESR1,CLEC1A,172468.9960813346
37035,MYC,TMEM147,172444.29050927542
14485,GATA2,HSD3B7,172438.69964120028
42190,SPI1,IFI27,172377.64401435602
36096,MYC,MEF2C,172203.1214976582
42342,SPI1,LGALS9,172126.89467428828
36774,MYC,SIGIRR,171923.58468873825
8513,ESR1,ZFP101,171911.6831961655
42194,SPI1,IFI47,171863.5501534508
42112,SPI1,HBA-A1,171572.80856824364
15797,GATA2,USF3,171368.11972859144
35907,MYC,INTS11,171078.01693785048
35880,MYC,IKZF2,171055.62774939951
25777,HDAC2,WFDC17,170918.1332771642
14405,GATA2,GSTM1,170705.58865553566
33435,MEIS1,SERPINA3G,170662.4238896512
35826,MYC,HOXA9,170591.26395254667
31750,JUN,TMEM176A,170574.61134987907
15413,GATA2,SLC18A2,170569.52230342728
30936,JUN,NAIP5,170539.5791644805
35739,MYC,GRAMD1A,170483.39125703074
36728,MYC,SELL,170371.95105346493
35206,MYC,CD79B,170365.49946802607
14811,GATA2,MTREX,170328.84499127444
42741,SPI1,PHETA2,170212.91946176873
14645,GATA2,LBP,170108.47698670064
13672,GATA2,ANGPT1,169858.48623468174
8535,ESR1,ZFP61,169792.04198563666
36561,MYC,PTP4A3,169494.87714910982
36910,MYC,SSR2,169491.65135639036
35355,MYC,CST3,169120.20679219303
13645,GATA2,AFAP1L1,169104.54825584326
37279,MYC,ZFP275,169065.91506049142
15140,GATA2,PRELID3B,168942.97509584352
35981,MYC,KLHL6,168930.80081883213
14985,GATA2,PADI4,168903.57323653903
14388,GATA2,GPR4,168888.17601740555
37083,MYC,TOMM22,168479.43587314957
15913,GATA2,ZFP934,168447.18463974542
29967,JUN,CD24A,168431.5187030519
14177,GATA2,EMILIN1,167949.24608380726
35081,MYC,B230219D22RIK,167933.45678677244
15731,GATA2,TSPAN13,167915.7928086753
40117,SATB1,GM4951,167840.38621822526
15007,GATA2,PCP4L1,167758.57593506455
30128,JUN,CTLA2B,167755.15062478493
35072,MYC,ATP6AP2,167631.18907407107
14323,GATA2,GBP2,167588.26015893245
36426,MYC,PIRB,167464.18595777437
14527,GATA2,IGSF6,167403.07292236897
35694,MYC,GM2A,167321.6223219113
35898,MYC,IMMT,167251.22896383898
29376,IKZF1,TGTP2,167192.46761766597
36112,MYC,MFNG,167181.6830597861
37205,MYC,VAMP5,167176.9263823863
36635,MYC,RGS19,167149.80785376191
15519,GATA2,SQOR,167074.03810490578
36234,MYC,NDUFV1,166976.7768790361
36579,MYC,RAB31,166957.92786140853
40593,SATB1,PIRB,166904.97737242887
37033,MYC,TMEM123,166810.51186785314
33836,MEIS1,WFDC17,166790.33657101812
28606,IKZF1,MS4A4C,166343.77074093805
42477,SPI1,MPL,166321.8403611466
35317,MYC,CORO1A,166231.87846449838
35320,MYC,COX4I1,166176.50691235255
36741,MYC,SERPINB1A,166149.60708153964
37282,MYC,ZFP35,166036.00723708537
14088,GATA2,DEF8,165648.150461405
36836,MYC,SLC44A2,165565.3558781523
7427,ESR1,METTL27,165365.01947893697
36921,MYC,STAP1,165325.89544318733
42508,SPI1,MUC13,165309.8294685458
35997,MYC,LAPTM5,165249.07783690255
35143,MYC,CAPG,165204.69584978392
35329,MYC,CPQ,165187.88345552585
35935,MYC,ITIH5,165141.82022898144
842,CBFB,IFI27,165005.58469992306
34904,MYC,6720489N17RIK,164944.00805849148
35324,MYC,COX7A2,164917.46361162225
32184,MEIS1,BC035044,164894.09075613442
15360,GATA2,SEPT6,164506.5781023329
35691,MYC,GLRX5,164274.01364438806
35626,MYC,FNTA,164177.3765489373
42056,SPI1,GPR171,164161.81778305146
35368,MYC,CTSD,164131.23131071354
35769,MYC,H2-Q6,164104.65952661788
35502,MYC,ELMO1,164101.13302440767
34953,MYC,ADSL,164087.6147659351
53714,IRF8,TREM3,164037.46196333025
35883,MYC,IL17RA,164029.57783421178
43370,SPI1,TMEM176B,163962.53554284057
32885,MEIS1,LY6C2,163749.64600880182
36809,MYC,SLC28A2,163698.9614176964
8053,ESR1,SLC16A12,163652.54863076223
14114,GATA2,DOCK2,163460.94919555885
11671,GATA1,BTNL9,163439.0639051441
36818,MYC,SLC35A4,163299.90625479884
31365,JUN,RIPOR2,163283.94566689644
35488,MYC,EIF1A,163215.54357401776
27521,IKZF1,ADGRG1,163211.89147421188
37207,MYC,VAV1,162995.5882501148
42431,SPI1,MESD,162920.70021275675
36692,MYC,S100A10,162907.0293050758
40447,SATB1,NAIP5,162903.70423835807
36644,MYC,RIN3,162744.9058836979
29375,IKZF1,TGTP1,162740.77827841055
43060,SPI1,SELENOP,162668.4571046193
37271,MYC,ZFAND5,162554.05103733588
36030,MYC,LRPAP1,162407.61918393217
35287,MYC,CLPTM1L,162324.66437031253
14534,GATA2,IL15,162295.37219631573
29846,JUN,ATP5B,162292.78862648713
1864,CBFB,TMEM176A,162149.58342380906
37072,MYC,TNFRSF13B,162093.22741130646
14585,GATA2,ITIH5,162075.59003715287
11709,GATA1,CAVIN2,161981.39707357239
27906,IKZF1,CYP2J9,161981.00417587894
13995,GATA2,COX6B1,161971.36964071568
41684,SPI1,CTLA2B,161946.899228394
29947,JUN,CCL6,161937.51150527157
35310,MYC,COMT,161887.51478237662
6503,ESR1,BC005561,161805.61837898515
35207,MYC,CD81,161672.7945373361
7666,ESR1,PATJ,161196.0728938623
35116,MYC,BTNL9,161029.05752922432
53002,IRF8,GM4951,161008.09630097827
37161,MYC,UBA7,160758.28230137707
256,CBFB,CD24A,160745.50351126055
8116,ESR1,SMIM1,160723.5022093479
35071,MYC,ATP6AP1,160706.08186749776
21611,HCFC1,CLCA3A1,160694.54395277714
36605,MYC,RASAL3,160665.2537198158
15463,GATA2,SLC7A4,160607.98719605824
35019,MYC,ARCN1,160485.29275818847
7754,ESR1,PLPP1,160424.18902165213
35159,MYC,CAVIN2,160277.3521453041
15402,GATA2,SLA,160273.99522511792
30752,JUN,LGALS9,160161.14316493316
15398,GATA2,SIGIRR,160158.92917773992
30610,JUN,IFI47,160156.4123523165
41394,SPI1,ATP5G3,160146.16182034183
15835,GATA2,VSIR,160133.10691462725
35366,MYC,CTSB,160043.64619650386
8470,ESR1,VWF,159809.70802270656
36419,MYC,PIK3IP1,159679.55534621776
14050,GATA2,CYBC1,159519.21603235605
15478,GATA2,SMPDL3A,159519.05079390682
36339,MYC,P2RY14,159510.69329852343
