,Gene1,Gene2,weights_combined
17933,NANOG,ADGRA3,84185.01784232534
18093,NANOG,CARMIL1,84183.70015319806
36594,UTF1,ZFP936,82797.13760975494
22733,POU5F1,FYB,80114.1370402349
23779,POU5F1,ZFP979,80108.67635204953
18603,NANOG,KHDC3,79988.38665574003
18498,NANOG,HIST1H1A,79984.08776949221
17983,NANOG,APOBEC3,79980.42089703394
18968,NANOG,PPP2R3D,79978.95414805063
19299,NANOG,TCAF1,79977.19524174952
19448,NANOG,VSIR,79976.86731006626
18429,NANOG,GGTA1,79975.2634260154
19207,NANOG,SMIM1,79972.54457424147
24602,RUNX1,METTL27,79924.26348590628
29639,SOX2,ZFP936,79170.78257937523
197,ESRRB,CRYBG2,78039.44239054507
35389,UTF1,DCAF12L1,76424.14319890807
18786,NANOG,MYMX,76170.61196162729
18478,NANOG,GSTA4,76169.81896319323
18462,NANOG,GPA33,76169.26446052882
19311,NANOG,TDH,76167.75001239157
23777,POU5F1,ZFP936,73433.31321181725
29555,SOX2,TRIML2,73084.83023630524
18053,NANOG,BCLAF3,72713.37728487852
18984,NANOG,PRR13,72711.72570167374
18499,NANOG,HIST1H1B,72708.12441555213
18865,NANOG,P3H4,72706.04950235623
19048,NANOG,REXO5,72704.48735506507
19124,NANOG,SELENOM,72704.38003196873
19313,NANOG,TEDC2,72703.98651394881
19475,NANOG,ZFP141,72702.81192228332
19043,NANOG,RESF1,72701.68502977175
17934,NANOG,ADGRE5,72700.42696458689
17948,NANOG,AHSA2,72700.35541585599
24279,RUNX1,FYB,72660.19766553566
37101,ZFP42,KRT42,72204.71262551761
36254,UTF1,SERPINB6C,70973.18515125368
36413,UTF1,TCEAL9,70969.10622873782
36219,UTF1,S100A11,70967.75152307465
18561,NANOG,IL33,69556.06296324464
19061,NANOG,RMC1,69547.98391904798
18037,NANOG,B230307C23RIK,69547.35190525842
18760,NANOG,MRTFA,69546.9285752673
18494,NANOG,HIKESHI,69546.58275640132
18519,NANOG,HMGA2,69544.74633897506
32901,TCF12,SULT5A1,68596.4666014781
29354,SOX2,SERPINB6C,67864.68991626312
17935,NANOG,ADGRL1,66647.49972934867
18150,NANOG,CIP2A,66647.30297033873
18001,NANOG,ARHGAP32,66646.92733950153
18344,NANOG,FAM234A,66644.67951687264
18879,NANOG,PATJ,66644.33369800667
35694,UTF1,IFITM1,66239.71771718017
35315,UTF1,CKMT1,66236.93427822198
36802,ZFP42,CRYBG2,64982.18143065174
15718,MYC,2810025M15RIK,64189.60627120756
18002,NANOG,ARHGAP8,63996.35094202294
19489,NANOG,ZFP961,63985.9227144953
18102,NANOG,CCN2,63984.76004761826
18310,NANOG,ERAS,63984.59310057952
18185,NANOG,COQ8A,63984.569251002555
18781,NANOG,MYDGF,63984.17573298264
18302,NANOG,ENPEP,63983.05480286532
19494,NANOG,ZFP991,63981.874248805594
28911,SOX2,IFITM1,63338.62147859085
28600,SOX2,CKMT1,63335.861861976104
29187,SOX2,PGA5,63334.90661007099
23439,POU5F1,SERPINB6C,62946.58005469833
23274,POU5F1,PRAMEF12,62945.45772575639
23599,POU5F1,TCEAL9,62942.96366144097
23402,POU5F1,S100A11,62941.74288259184
2161,SUZ12,SLC26A10,62925.01057453844
21223,NRF1,GM4737,62691.887169714886
35713,UTF1,INTS6L,62097.03890336566
36597,UTF1,ZFP980,62093.91123591929
6283,EP300,SULT5A1,61646.43729992141
17977,NANOG,AP1M2,61529.02276914974
18994,NANOG,PTMA,61524.229004179906
18263,NANOG,DPPA4,61524.187267420224
17989,NANOG,AQP8,61524.13360587204
17932,NANOG,ADGRA2,61521.40282930965
18769,NANOG,MT2,61517.771731216824
7299,ETS1,METTL27,61502.8520070017
969,ESRRB,TRIML2,60028.88612282858
18830,NANOG,NOSTRIN,59252.77144452049
19358,NANOG,TNK1,59250.02874316959
18932,NANOG,PLA2G1B,59249.849871342354
18900,NANOG,PECAM1,59248.317536022405
18123,NANOG,CDH6,59247.60801110771
18881,NANOG,PCDH19,59246.73750154852
19197,NANOG,SLC7A3,59245.729856921775
19102,NANOG,SAP25,59244.352543852074
18277,NANOG,ECPAS,59244.25118314998
17931,NANOG,ADAMTS9,59243.88747710127
19126,NANOG,SELENOW,59243.14814021538
19156,NANOG,SINHCAF,59243.100441061455
19482,NANOG,ZFP568,59242.456502483416
18055,NANOG,BEX1,59242.23589389649
19045,NANOG,RETREG1,59241.18055011583
19452,NANOG,WASHC2,59240.25637900845
18006,NANOG,ARHGEF5,59239.320283112604
37683,ZFP42,ZFP979,59070.214409703585
22876,POU5F1,IFITM1,58748.49880237807
22502,POU5F1,CKMT1,58745.95223144547
23212,POU5F1,PGA5,58745.03992897221
35219,UTF1,BEX3,58445.79992646309
36598,UTF1,ZFP985,58440.56617289011
47996,NCOR1,SULT5A1,57479.74886976303
19209,NANOG,SMTNL2,57132.91968322905
18522,NANOG,HMGN2,57132.1147600065
18360,NANOG,FGD1,57131.38734790909
19215,NANOG,SNORD32A,57130.65993581168
18650,NANOG,LEFTY2,57128.8056312027
18835,NANOG,NPHS1,57128.20342938435
19070,NANOG,RPL10L,57128.113993470746
18028,NANOG,ATP5G1,57127.85164812413
18046,NANOG,BC017158,57125.41302887953
19125,NANOG,SELENOS,57125.37725451408
19122,NANOG,SELENOI,57125.3653297256
18351,NANOG,FBP2,57123.218867798816
24847,RUNX1,PRAMEF12,57088.931434448146
25180,RUNX1,TCEAL9,57086.66314226137
24975,RUNX1,S100A11,57085.56769406619
24317,RUNX1,GLMP,57085.14499394739
58370,KDM5B,TRIML2,56226.446161072585
6985,ETS1,FYB,55913.05120896178
6938,ETS1,FAM25C,55902.71700566173
28584,SOX2,CFC1,55890.727576741156
29641,SOX2,ZFP985,55880.94155166885
797,ESRRB,SERPINB6C,55741.84522530994
35988,UTF1,OOEP,55201.23544660323
35080,UTF1,2410141K09RIK,55199.062735607935
17999,NANOG,ARHGAP28,55163.54682779403
18898,NANOG,PDPN,55163.20697132229
19416,NANOG,UBXN11,55162.55707035001
19500,NANOG,ZSCAN10,55161.018772635805
18768,NANOG,MT1,55160.60736743317
18262,NANOG,DPPA2,55160.52985630804
19214,NANOG,SNORA26,55159.957466460895
23780,POU5F1,ZFP980,55071.460402185614
37681,ZFP42,ZFP936,54147.99259296421
19446,NANOG,VNN1,53324.416512161195
19012,NANOG,R3HDM2,53323.045161485745
19137,NANOG,SERPING1,53322.431034878915
19463,NANOG,XAF1,53322.35948614802
19274,NANOG,STX2,53320.92851153016
18614,NANOG,KLHL13,53320.61846702962
18570,NANOG,INTS13,53316.19437050275
24431,RUNX1,IFITM1,53282.49305059993
24782,RUNX1,PGA5,53279.36149760716
29150,SOX2,OOEP,52783.50540763277
28412,SOX2,2410141K09RIK,52781.45692299182
29319,SOX2,RPS6KA6,52781.33309404116
35079,UTF1,2200002D01RIK,52295.90258977368
35102,UTF1,ADGRA3,52291.56086916469
35994,UTF1,P3H2,52291.4979456776
35255,UTF1,CARMIL1,52290.62441962157
434,ESRRB,IFITM1,52023.99979185277
171,ESRRB,CKMT1,52021.9685099165
658,ESRRB,PGA5,52020.88593558944
22482,POU5F1,CFC1,51840.36726491811
23297,POU5F1,PTMS,51831.38535171901
23781,POU5F1,ZFP985,51831.293465138966
19460,NANOG,WNK2,51607.050211719725
19039,NANOG,RCN3,51604.74872754267
17982,NANOG,APLP1,51603.22831701119
18466,NANOG,GPX3,51602.89442293369
18791,NANOG,MYO7A,51602.36973224048
18985,NANOG,PRSS35,51602.13719886508
18863,NANOG,P3H1,51601.95832703784
18271,NANOG,DTX3,51601.30246367133
18878,NANOG,PARVB,51601.23687733467
19285,NANOG,SUSD2,51600.873171285966
18144,NANOG,CHKB,51600.801622555075
17911,NANOG,4930402H24RIK,51600.58697636239
18746,NANOG,MPDZ,51599.98477454405
18592,NANOG,KCNG1,51599.734353985914
19385,NANOG,TSPAN6,51599.18581371574
18057,NANOG,BEX4,51598.368965704714
19314,NANOG,TENM4,51598.33319133927
18054,NANOG,BEND5,51597.8442750115
15716,MYC,1810032O08RIK,51360.71473230084
18588,NANOG,KANK3,49993.29839839978
18188,NANOG,COX7A1,49991.509680127456
18279,NANOG,EDA2R,49990.835929578214
19497,NANOG,ZIC3,49990.35297564468
18886,NANOG,PCYT1B,49990.32316367348
18085,NANOG,CAMSAP3,49989.61363875879
19481,NANOG,ZFP532,49989.127703628146
18628,NANOG,L1TD1,49988.93988820955
19123,NANOG,SELENOK,49988.74312919959
18361,NANOG,FGF10,49988.37942315089
18559,NANOG,IHH,49988.32576160272
19200,NANOG,SLC7A7,49987.93522477992
18832,NANOG,NOTCH4,49987.10645198041
18299,NANOG,EML1,49987.002110081194
19310,NANOG,TDGF1,49986.310472349236
18326,NANOG,EVA1A,49986.21507404138
18129,NANOG,CEMIP,49986.06899538247
18754,NANOG,MROH1,49985.64864658847
37608,ZFP42,TRIML2,49985.486978647605
18319,NANOG,ETL4,49985.21339180887
18947,NANOG,PLXNA1,49982.59590073703
19442,NANOG,VILL,49980.741596128064
36822,ZFP42,DCAF12L1,49980.17742566694
24452,RUNX1,INTS6L,49950.097966174304
35743,UTF1,KHDC3,49684.82956961527
35643,UTF1,HIST1H1A,49682.07204032823
35150,UTF1,APOBEC3,49679.829003082654
36092,UTF1,PPP2R3D,49678.88885215795
36411,UTF1,TCAF1,49677.822854259066
36559,UTF1,VSIR,49677.57486169231
35578,UTF1,GGTA1,49676.89010609754
36324,UTF1,SMIM1,49674.902464181905
23166,POU5F1,OOEP,48958.32827358492
22266,POU5F1,2410141K09RIK,48956.41178205833
22355,POU5F1,ARHGAP45,48952.66084059447
18648,NANOG,LDLRAP1,48476.78131036338
18809,NANOG,NDRG4,48476.78131036338
19363,NANOG,TNS4,48475.81540249634
18810,NANOG,NDUFB4C,48475.466602433225
19326,NANOG,TGM1,48475.4487152505
18474,NANOG,GRTP1,48475.23705025495
18470,NANOG,GREB1L,48473.31715930932
19373,NANOG,TRH,48472.869979741234
18133,NANOG,CERS4,48472.83420537579
18161,NANOG,CLDN6,48472.494348904045
19435,NANOG,UTF1,48472.25585313441
19243,NANOG,SPOCK1,48471.85637272025
18363,NANOG,FGF4,48471.4568923061
18026,NANOG,ATP13A3,48470.49098443905
19046,NANOG,RETREG2,48469.8589706495
28866,SOX2,HIST1H1A,47506.09950486454
29240,SOX2,PPP2R3D,47503.060388618294
29487,SOX2,TCAF1,47502.01668746272
35919,UTF1,MYMX,47313.38029242859
35609,UTF1,GPA33,47312.49936360937
36422,UTF1,TDH,47311.53330301351
19195,NANOG,SLC6A8,47050.47822839168
18827,NANOG,NODAL,47050.38879247807
19449,NANOG,VWA5A,47049.867082981975
17930,NANOG,ADAM23,47049.202276024094
17952,NANOG,AKR1B8,47049.11284011048
19253,NANOG,SRGN,47047.83390654576
19216,NANOG,SNORD35B,47047.702733872466
18432,NANOG,GJB3,47047.690809083986
18587,NANOG,JPT1,47047.09456965987
18649,NANOG,LEFTY1,47046.8083747363
18773,NANOG,MTMR11,47046.72490121693
18366,NANOG,FHDC1,47046.31349601429
18839,NANOG,NR0B1,47046.14654897554
18617,NANOG,KNL1,47043.72879811078
24016,RUNX1,CFC1,47017.0532841232
23938,RUNX1,BEX3,47013.11205202964
24871,RUNX1,PTMS,47008.96244663808
37558,ZFP42,TCEAL9,46412.67570977568
37431,ZFP42,S100A11,46411.78513753461
22265,POU5F1,2200002D01RIK,46381.59557109534
22288,POU5F1,ADGRA3,46377.7461797243
22442,POU5F1,CARMIL1,46376.87653887747
6171,EP300,SLC26A10,46231.943826316325
158,ESRRB,CFC1,45906.80006106985
708,ESRRB,PTMS,45898.35481726032
1428,SUZ12,FAM25C,45759.30844586316
31650,TCF12,AU018091,45728.85973918676
18398,NANOG,FXYD6,45705.964289422016
19185,NANOG,SLC39A7,45704.68833705443
18578,NANOG,ITGA9,45704.589957549455
19234,NANOG,SOX7,45704.54822078976
18742,NANOG,MORC4,45703.89831981749
17913,NANOG,5031439G07RIK,45703.32294877322
17906,NANOG,1700019D03RIK,45703.24543764808
19178,NANOG,SLC35A2,45703.21562567688
19189,NANOG,SLC44A3,45702.82508885409
19067,NANOG,RNPEPL1,45702.61044266141
19242,NANOG,SPNS2,45702.20798105014
18249,NANOG,DHTKD1,45701.93669211217
18362,NANOG,FGF3,45701.4328697988
18549,NANOG,IER3IP1,45701.22716719748
19053,NANOG,RGS19,45701.13176888962
18225,NANOG,D230025D16RIK,45700.547454254
19219,NANOG,SNURF,45700.112199474395
19470,NANOG,ZBTB38,45699.8230233537
18562,NANOG,ILDR1,45698.50235302931
29094,SOX2,MYMX,45241.15832018822
28852,SOX2,GSTA4,45240.62054874534
28841,SOX2,GPA33,45240.28444159355
29497,SOX2,TDH,45239.36456938862
35216,UTF1,BCLAF3,45166.08298315345
36109,UTF1,PRR13,45164.84302031968
35644,UTF1,HIST1H1B,45162.644399653225
35995,UTF1,P3H4,45161.323006424405
36169,UTF1,REXO5,45160.37175135491
36243,UTF1,SELENOM,45160.268112670296
36424,UTF1,TEDC2,45160.05343253789
36582,UTF1,ZFP141,45159.42049628542
36164,UTF1,RESF1,45158.61729647967
35103,UTF1,ADGRE5,45157.85481187143
35116,UTF1,AHSA2,45157.78078423957
18284,NANOG,EGFLAM,44438.26089426309
18622,NANOG,KRT17,44437.37547871829
18340,NANOG,FAM114A1,44437.02071626095
19472,NANOG,ZC3H7A,44436.98792309261
19237,NANOG,SPATA13,44436.49602556772
19458,NANOG,WFDC2,44435.56887326324
19272,NANOG,STRA6,44435.46453136402
18029,NANOG,ATP6AP1,44435.32739629648
18525,NANOG,HOPX,44434.68345771844
19412,NANOG,UBL4A,44434.29590209277
18062,NANOG,BNC2,44433.83679773621
18731,NANOG,MIA3,44433.8218917506
18748,NANOG,MPP1,44433.577433586725
19300,NANOG,TCEA3,44433.174971975444
18591,NANOG,KAZN,44433.10342324455
18710,NANOG,MCAM,44433.01398733094
19493,NANOG,ZFP990,44432.82617191234
17936,NANOG,ADORA1,44432.799341138256
18192,NANOG,CPM,44432.373029950024
18110,NANOG,CCSER1,44432.185214531426
18163,NANOG,CLMP,44432.09875981493
18776,NANOG,MVB12B,44431.976530732994
18972,NANOG,PPT2,44431.117945962265
19479,NANOG,ZFP423,44430.92416814944
18091,NANOG,CAR4,44430.40543985046
24733,RUNX1,OOEP,44403.1829128998
24958,RUNX1,RPS6KA6,44401.34625111601
23885,RUNX1,ARHGAP45,44398.012278348055
22825,POU5F1,HIST1H1A,44063.35294491803
22336,POU5F1,APOBEC3,44061.36097512926
23270,POU5F1,PPP2R3D,44060.543840899605
23596,POU5F1,TCAF1,44059.572468482016
23741,POU5F1,VSIR,44059.352597022626
22763,POU5F1,GGTA1,44058.82753085097
23510,POU5F1,SMIM1,44056.963545941544
7534,ETS1,PRAMEF12,43930.721132342114
7848,ETS1,TCEAL9,43928.99418436157
7022,ETS1,GLMP,43927.81234728204
14197,KLF4,1810032O08RIK,43626.37038952509
858,ESRRB,SNORA62,43356.97375257398
636,ESRRB,OOEP,43354.724209684675
5,ESRRB,2410141K09RIK,43352.85880607271
19450,NANOG,WAPL,43236.86528545922
19022,NANOG,RANBP17,43235.83677245264
18672,NANOG,LRRC2,43235.52374675498
19483,NANOG,ZFP57,43235.106379158104
19236,NANOG,SPARC,43234.76354148924
18004,NANOG,ARHGEF28,43234.68304916698
18981,NANOG,PRODH,43234.59659445049
18690,NANOG,MAGED2,43234.387910652054
19223,NANOG,SNX25,43234.2776063586
19145,NANOG,SFRP1,43234.095753334244
18684,NANOG,LY6G6E,43233.97054305518
19092,NANOG,RTN1,43233.6843481316
18369,NANOG,FKBP11,43233.42498398212
18059,NANOG,BMP2,43233.049353144925
17966,NANOG,AMT,43233.02252237085
17956,NANOG,ALDOC,43232.736327447274
18528,NANOG,HSD17B14,43232.71545906743
19190,NANOG,SLC45A4,43232.56341801428
18913,NANOG,PHF11D,43232.54851202868
19473,NANOG,ZDHHC18,43232.539568437314
17959,NANOG,ALPL,43232.43820773523
18752,NANOG,MPZL2,43232.351753018724
18770,NANOG,MTCL1,43231.90159225352
19432,NANOG,USP46,43231.66905887812
19324,NANOG,TGFBR3,43231.58856655587
18638,NANOG,LAMP2,43231.03704508857
19332,NANOG,TIMP3,43230.560053549285
19308,NANOG,TCL1,43230.27683982283
36182,UTF1,RMC1,43199.6758937268
35201,UTF1,B230307C23RIK,43199.45010944961
35893,UTF1,MRTFA,43199.050360237525
35639,UTF1,HIKESHI,43198.820874578734
35663,UTF1,HMGA2,43197.68455042958
29253,SOX2,PRR13,43186.6909719369
28867,SOX2,HIST1H1B,43184.61064556578
29499,SOX2,TEDC2,43182.14114249258
29626,SOX2,ZFP141,43181.56799134951
34687,TRIM28,RPL39L,43181.200841993785
29298,SOX2,RESF1,43180.76841012524
28432,SOX2,ADGRE5,43180.018360481234
28444,SOX2,AHSA2,43179.961752960924
11597,GATA4,ZFP980,42817.64502612548
12083,HCFC1,GM4737,42780.4776271563
17957,NANOG,ALG13,42097.857188796916
19059,NANOG,RIMKLB,42096.97177325212
18657,NANOG,LIPG,42096.968792055
18089,NANOG,CAR12,42096.63787917461
19052,NANOG,RGP1,42096.33975946256
18967,NANOG,PPP1R9A,42096.1996431979
18061,NANOG,BMPER,42096.038658553385
18382,NANOG,FNIP2,42095.87469271176
18148,NANOG,CHTF18,42095.84189954343
19149,NANOG,SHF,42095.770350812534
19496,NANOG,ZFYVE21,42095.71967046149
18168,NANOG,CMTM7,42095.633215744994
18927,NANOG,PIPOX,42095.55570461986
18599,NANOG,KDELR3,42095.28441568189
18880,NANOG,PCBD1,42095.22181054237
18034,NANOG,ATP8B2,42095.18007378267
18423,NANOG,GDI1,42094.80444294548
18665,NANOG,LPCAT1,42094.50632323343
18934,NANOG,PLAT,42094.49439844495
19264,NANOG,ST6GALNAC2,42094.40794372845
18373,NANOG,FKBP9,42094.35130098316
19057,NANOG,RIC1,42094.071068453835
18005,NANOG,ARHGEF40,42094.01740690567
18630,NANOG,LAD1,42093.415205087316
18552,NANOG,IFITM3,42093.38241191898
18276,NANOG,ECHDC2,42093.313844385215
19006,NANOG,PXDN,42093.17969051479
19316,NANOG,TET1,42092.94715713938
19301,NANOG,TCEAL8,42092.93821354803
23793,RUNX1,2200002D01RIK,42066.1811194877
23817,RUNX1,ADGRA3,42062.719145979536
24739,RUNX1,P3H2,42062.644726944534
23974,RUNX1,CARMIL1,42061.924350685746
23097,POU5F1,MYMX,41962.546783755664
22805,POU5F1,GSTA4,41962.057815883294
22792,POU5F1,GPA33,41961.75262117102
23608,POU5F1,TDH,41960.889543651334
35104,UTF1,ADGRL1,41398.07652112555
35307,UTF1,CIP2A,41397.93216724341
35168,UTF1,ARHGAP32,41397.75820230852
35498,UTF1,FAM234A,41396.31836486871
36009,UTF1,PATJ,41396.08147644673
28920,SOX2,IL33,41312.486734119106
28507,SOX2,B230307C23RIK,41307.4734306023
31817,TCF12,CRYBG2,41159.334842526034
32690,TCF12,RPL39L,41156.754590610064
5607,EP300,KRT42,41100.4181108411
5009,EP300,AU018091,41095.67730875593
3,ESRRB,2200002D01RIK,41072.72155144209
18202,NANOG,CSNK1E,41019.883140783444
19035,NANOG,RBPMS2,41019.561171494424
19309,NANOG,TCN2,41018.92915770487
18140,NANOG,CHD6,41018.90828932502
18824,NANOG,NISCH,41018.335899477876
18542,NANOG,HTRA1,41018.031817371586
19304,NANOG,TCF15,41017.855926741475
19252,NANOG,SRGAP2,41017.823133573154
17941,NANOG,AGPAT4,41017.71879167393
19362,NANOG,TNS3,41017.62339336608
18354,NANOG,FBXO2,41017.61743097183
19293,NANOG,TANGO2,41017.56078822655
18143,NANOG,CHIC2,41016.907906057146
18564,NANOG,IMPAD1,41016.890018874416
18741,NANOG,MOB3B,41016.21626832518
19055,NANOG,RHPN1,41016.213287128056
19347,NANOG,TMEM263,41016.04932128643
18664,NANOG,LOXL2,41015.691577631966
19378,NANOG,TRIM6,41015.50972460761
18987,NANOG,PSD4,41015.44115707384
18407,NANOG,GABBR1,41015.24439806388
18076,NANOG,CACHD1,41015.13409377042
19176,NANOG,SLC2A3,41015.03571426545
18573,NANOG,IQSEC1,41014.94329715471
17912,NANOG,4932438A13RIK,41014.76144413035
19277,NANOG,STXBP2,41014.758462933234
19331,NANOG,TIMP2,41014.60642188009
18670,NANOG,LRPAP1,41014.53189195207
18789,NANOG,MYO5B,41014.445437235576
18681,NANOG,LTBP4,41014.21886625442
19136,NANOG,SERPINE2,41012.26916333758
7472,ETS1,PGA5,40999.22006421347
37062,ZFP42,INTS6L,40610.46203740514
58229,KDM5B,SNORA62,40610.302012030435
37684,ZFP42,ZFP980,40608.40016906443
57929,KDM5B,OOEP,40608.12597448721
11598,GATA4,ZFP985,40298.42827938871
22404,POU5F1,BCLAF3,40058.15475076009
23287,POU5F1,PRR13,40056.97991520098
22826,POU5F1,HIST1H1B,40055.04701535653
23172,POU5F1,P3H4,40053.859053143125
23350,POU5F1,REXO5,40053.04520057704
23427,POU5F1,SELENOM,40052.92706068842
23610,POU5F1,TEDC2,40052.759695846195
23765,POU5F1,ZFP141,40052.20837636595
23345,POU5F1,RESF1,40051.4864103799
22289,POU5F1,ADGRE5,40050.79069770244
22303,POU5F1,AHSA2,40050.7349094217
18471,NANOG,GRIN1,39994.142647518966
18114,NANOG,CD9,39993.385423450345
19357,NANOG,TNFRSF10B,39993.34666788778
18153,NANOG,CITED1,39992.22573777045
18472,NANOG,GRINA,39992.2167941791
18753,NANOG,MRAS,39992.13928305396
18583,NANOG,JADE3,39992.011091577784
18151,NANOG,CISD3,39991.814332567825
19208,NANOG,SMS,39991.76663341389
18556,NANOG,IGF2,39991.62651714923
19065,NANOG,RNF157,39991.61161116362
18436,NANOG,GLIPR2,39991.31051025445
18039,NANOG,B3GNT5,39991.30156666309
18862,NANOG,OSTC,39991.28069828325
18636,NANOG,LAMC2,39991.01537173952
19323,NANOG,TGFBI,39991.003446951036
18593,NANOG,KCNK1,39990.839481109404
18826,NANOG,NLGN2,39990.78880075835
18008,NANOG,ARL8A,39990.77091357563
18761,NANOG,MSANTD3,39990.618872522486
19330,NANOG,TIMP1,39990.52347421463
19073,NANOG,RPL22L1,39990.47279386358
18885,NANOG,PCSK6,39990.39528273845
18444,NANOG,GMPPA,39990.03157668974
18178,NANOG,COL4A1,39989.9689715502
17928,NANOG,ADAM15,39989.93319718476
18836,NANOG,NPL,39989.92723479052
18453,NANOG,GNG2,39989.90636641068
19498,NANOG,ZMYM1,39989.79606211721
18848,NANOG,NT5C,39989.78115613161
18766,NANOG,MSL3,39989.44428085699
18929,NANOG,PITHD1,39989.38763811171
18377,NANOG,FLRT3,39989.360807337616
18159,NANOG,CLCN5,39988.7049439711
19164,NANOG,SLC17A9,39988.696000379736
18412,NANOG,GALNT3,39988.62743284596
19147,NANOG,SH3PXD2B,39988.031193421855
17955,NANOG,ALDH9A1,39988.031193421855
24378,RUNX1,HIST1H1A,39963.64096098293
23865,RUNX1,APOBEC3,39961.837043574546
24842,RUNX1,PPP2R3D,39961.080946178954
25177,RUNX1,TCAF1,39960.214708611566
25324,RUNX1,VSIR,39960.012288836355
24309,RUNX1,GGTA1,39959.55684434217
25085,RUNX1,SMIM1,39957.86604386698
35169,UTF1,ARHGAP8,39751.354058534744
36381,UTF1,STARD8,39745.53178528841
36595,UTF1,ZFP961,39744.85443245683
35264,UTF1,CCN2,39744.16227409887
35343,UTF1,COQ8A,39744.04012850628
35914,UTF1,MYDGF,39743.714406926076
36599,UTF1,ZFP991,39742.28937501263
28954,SOX2,KLB,39585.51158066826
28482,SOX2,ARHGAP32,39584.6412400436
28749,SOX2,FAM234A,39583.268507676265
29163,SOX2,PATJ,39583.00315992485
34066,TRIM28,FYB,39257.78093981848
470,ESRRB,KHDC3,39022.081323711376
396,ESRRB,HIST1H1A,39019.98310841618
18469,NANOG,GRB10,39019.15703523169
18385,NANOG,FOXN3,39018.80823516859
18576,NANOG,ISYNA1,39018.307394052346
55,ESRRB,APOBEC3,39018.146806264616
19455,NANOG,WDR45,39017.729041810955
18991,NANOG,PSMG4,39017.5173768154
18007,NANOG,ARID3B,39017.490546041314
18229,NANOG,DBN1,39017.37726055073
19193,NANOG,SLC5A11,39017.22223830046
18458,NANOG,GOLGB1,39017.15367076669
18572,NANOG,IP6K2,39016.90623140569
18993,NANOG,PTH1R,39016.56339373682
18678,NANOG,LRRN4,39016.500788597295
18584,NANOG,JAM2,39016.49482620305
18759,NANOG,MRPS5,39016.47992021745
18793,NANOG,NAA10,39016.45607064049
1011,ESRRB,VSIR,39016.45310126906
18131,NANOG,CEP170B,39016.33980395278
17994,NANOG,ARFGAP1,39016.25931163053
